latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-8.11296,112.92425,343.4,0.43,0.38,2025-05-07,1756,N20,VIIRS,n,2.0NRT,297.65,9.61,N
-7.54339,110.44455,309.43,0.38,0.36,2025-05-07,1756,N20,VIIRS,n,2.0NRT,288.83,1.36,N
-7.54285,110.44106,307.82,0.38,0.36,2025-05-07,1756,N20,VIIRS,n,2.0NRT,287.02,1.36,N
-7.24297,109.21571,295.87,0.4,0.37,2025-05-07,1756,N20,VIIRS,n,2.0NRT,279.9,1.18,N
-7.23962,109.21629,304.75,0.4,0.37,2025-05-07,1756,N20,VIIRS,n,2.0NRT,279.82,1.18,N
-7.48417,112.35509,306.09,0.41,0.37,2025-05-07,1756,N20,VIIRS,n,2.0NRT,290.43,0.59,N
-6.77677,108.34267,310.84,0.43,0.38,2025-05-07,1756,N20,VIIRS,n,2.0NRT,290.63,0.93,N
-6.95115,110.4352,308.68,0.38,0.36,2025-05-07,1756,N20,VIIRS,n,2.0NRT,293.84,1.23,N
-6.5485,108.09396,319.86,0.44,0.38,2025-05-07,1756,N20,VIIRS,n,2.0NRT,289.37,1.8,N
-6.54815,108.09333,326.34,0.44,0.38,2025-05-07,1756,N20,VIIRS,n,2.0NRT,289.39,1.6,N
-6.08221,106.3442,304.83,0.55,0.42,2025-05-07,1756,N20,VIIRS,n,2.0NRT,291.04,0.81,N
-6.00989,105.98477,308.11,0.38,0.43,2025-05-07,1756,N20,VIIRS,n,2.0NRT,284.93,1.21,N
-6.00872,105.97784,311.28,0.38,0.44,2025-05-07,1756,N20,VIIRS,n,2.0NRT,291.68,3.37,N
-6.0977,106.67329,308.34,0.52,0.42,2025-05-07,1756,N20,VIIRS,n,2.0NRT,288.61,1,N
-6.09854,106.67104,307.1,0.52,0.42,2025-05-07,1756,N20,VIIRS,n,2.0NRT,288.82,1.03,N
-6.80565,111.54356,306.32,0.39,0.36,2025-05-07,1756,N20,VIIRS,n,2.0NRT,291.08,0.63,N
-6.7622,111.96339,310.22,0.4,0.37,2025-05-07,1756,N20,VIIRS,n,2.0NRT,269.73,1.48,N
-8.2783,123.53866,332.98,0.7,0.75,2025-05-07,1756,N20,VIIRS,n,2.0NRT,285.32,23.05,N
-8.27487,123.51106,367,0.7,0.75,2025-05-07,1756,N20,VIIRS,h,2.0NRT,285.64,23.05,N
-8.27806,123.5388,308.76,0.7,0.75,2025-05-07,1756,N20,VIIRS,n,2.0NRT,284.73,17.76,N
-8.27437,123.51082,367,0.7,0.75,2025-05-07,1756,N20,VIIRS,h,2.0NRT,286.36,31.49,N
-4.61805,105.23885,311.02,0.45,0.47,2025-05-07,1756,N20,VIIRS,n,2.0NRT,289.7,1.06,N
-3.09969,101.91297,302.46,0.4,0.6,2025-05-07,1756,N20,VIIRS,n,2.0NRT,284.49,0.73,N
-3.411,104.14749,302.43,0.55,0.51,2025-05-07,1756,N20,VIIRS,n,2.0NRT,284.91,1.41,N
-3.40904,104.14449,303.53,0.56,0.51,2025-05-07,1756,N20,VIIRS,n,2.0NRT,284.77,1.12,N
-2.20019,101.08727,301.83,0.47,0.64,2025-05-07,1756,N20,VIIRS,n,2.0NRT,281.55,0.9,N
-2.19472,103.45187,336.12,0.32,0.55,2025-05-07,1756,N20,VIIRS,n,2.0NRT,284.29,2.05,N
-1.90387,103.01305,303.36,0.35,0.57,2025-05-07,1756,N20,VIIRS,n,2.0NRT,289.2,0.39,N
-1.96432,103.61452,306.85,0.32,0.54,2025-05-07,1756,N20,VIIRS,n,2.0NRT,288.65,0.53,N
-1.70439,102.78009,308.13,0.37,0.58,2025-05-07,1756,N20,VIIRS,n,2.0NRT,288.28,0.73,N
-1.57573,103.68587,312.25,0.32,0.55,2025-05-07,1756,N20,VIIRS,n,2.0NRT,287.96,0.86,N
-1.57527,103.68298,305.27,0.32,0.55,2025-05-07,1756,N20,VIIRS,n,2.0NRT,287.6,0.92,N
-1.57118,103.68958,313.88,0.32,0.55,2025-05-07,1756,N20,VIIRS,n,2.0NRT,288.17,0.86,N
-1.56209,103.69695,320.07,0.32,0.55,2025-05-07,1756,N20,VIIRS,n,2.0NRT,288.42,1.37,N
-3.02552,113.75684,305.86,0.42,0.38,2025-05-07,1756,N20,VIIRS,n,2.0NRT,292.1,0.82,N
-3.02148,113.75359,306.13,0.42,0.38,2025-05-07,1756,N20,VIIRS,n,2.0NRT,292.32,0.82,N
-1.21526,103.4173,309.72,0.34,0.56,2025-05-07,1756,N20,VIIRS,n,2.0NRT,288.3,0.58,N
-1.17415,103.35803,307.51,0.34,0.56,2025-05-07,1756,N20,VIIRS,n,2.0NRT,289.18,0.61,N
-2.46842,112.03571,312.93,0.39,0.36,2025-05-07,1756,N20,VIIRS,n,2.0NRT,292.86,0.94,N
-2.93563,115.23692,306.32,0.49,0.4,2025-05-07,1756,N20,VIIRS,n,2.0NRT,292.13,1.05,N
-2.87294,115.26306,307.58,0.49,0.41,2025-05-07,1756,N20,VIIRS,n,2.0NRT,292.13,1.42,N
-0.98691,103.33338,308.99,0.35,0.56,2025-05-07,1756,N20,VIIRS,n,2.0NRT,288.2,0.66,N
-3.904,122.4173,297.99,0.51,0.66,2025-05-07,1756,N20,VIIRS,n,2.0NRT,280.49,0.52,N
-1.79629,111.04702,312.14,0.39,0.36,2025-05-07,1756,N20,VIIRS,n,2.0NRT,291.66,1.09,N
-2.2129,115.49683,308.32,0.5,0.41,2025-05-07,1756,N20,VIIRS,n,2.0NRT,292.16,1.83,N
-2.20916,115.49739,313.4,0.5,0.41,2025-05-07,1756,N20,VIIRS,n,2.0NRT,291.92,1.86,N
-2.17326,115.56936,305.01,0.5,0.41,2025-05-07,1756,N20,VIIRS,n,2.0NRT,291.18,1.53,N
-2.16648,115.57497,304.98,0.5,0.41,2025-05-07,1756,N20,VIIRS,n,2.0NRT,291.46,1.13,N
-2.14539,115.58732,307.2,0.5,0.41,2025-05-07,1756,N20,VIIRS,n,2.0NRT,291.33,1.06,N
-2.06114,115.5712,305.79,0.5,0.41,2025-05-07,1756,N20,VIIRS,n,2.0NRT,291.24,1.19,N
-2.87776,122.16658,306.11,0.47,0.64,2025-05-07,1756,N20,VIIRS,n,2.0NRT,277.56,1.52,N
-2.8771,122.1621,303.5,0.47,0.64,2025-05-07,1756,N20,VIIRS,n,2.0NRT,276.75,1.25,N
-2.8706,122.15871,303.94,0.47,0.64,2025-05-07,1756,N20,VIIRS,n,2.0NRT,276.95,1.25,N
-2.85888,122.16076,303.08,0.47,0.64,2025-05-07,1756,N20,VIIRS,n,2.0NRT,278.4,2.02,N
-2.87893,122.16561,307.56,0.47,0.64,2025-05-07,1756,N20,VIIRS,n,2.0NRT,277.61,1.32,N
-2.87825,122.16116,300.27,0.47,0.64,2025-05-07,1756,N20,VIIRS,n,2.0NRT,276.86,1.15,N
-1.89404,115.86282,326.76,0.52,0.41,2025-05-07,1756,N20,VIIRS,n,2.0NRT,290.16,5.07,N
-2.87171,122.15775,304.95,0.47,0.64,2025-05-07,1756,N20,VIIRS,n,2.0NRT,277.12,1.15,N
-2.86,122.15982,303.63,0.47,0.64,2025-05-07,1756,N20,VIIRS,n,2.0NRT,278.41,1.81,N
-1.36462,112.8147,315.51,0.39,0.36,2025-05-07,1756,N20,VIIRS,n,2.0NRT,292.55,1.04,N
5.22401,97.07331,313.12,0.37,0.58,2025-05-07,1934,N20,VIIRS,n,2.0NRT,284.72,0.93,N
5.22676,96.89751,299.4,0.36,0.57,2025-05-07,1934,N20,VIIRS,n,2.0NRT,277.5,0.52,N
5.22297,97.07351,311.01,0.37,0.58,2025-05-07,1934,N20,VIIRS,n,2.0NRT,284.92,1.03,N
2.75273,97.69032,303.86,0.45,0.63,2025-05-07,1934,N20,VIIRS,n,2.0NRT,282.8,0.76,N
-7.90104,129.54295,331.62,0.39,0.36,2025-05-08,0453,N20,VIIRS,n,2.0NRT,283.48,2.09,D
-8.27266,123.50471,340.4,0.43,0.46,2025-05-08,0453,N20,VIIRS,n,2.0NRT,297.03,13.24,D
-8.27694,123.50464,343.94,0.43,0.46,2025-05-08,0453,N20,VIIRS,n,2.0NRT,296.54,13.24,D
-2.75874,119.22546,328.33,0.35,0.57,2025-05-08,0453,N20,VIIRS,n,2.0NRT,288.42,2.35,D
-1.72841,119.93715,330.26,0.6,0.53,2025-05-08,0453,N20,VIIRS,n,2.0NRT,291.63,4.5,D
-1.81791,119.43255,328.36,0.33,0.55,2025-05-08,0453,N20,VIIRS,n,2.0NRT,285.64,2.18,D
-1.73034,119.93561,329.37,0.6,0.53,2025-05-08,0453,N20,VIIRS,n,2.0NRT,291.72,5.2,D
-1.7273,119.45363,332.33,0.32,0.55,2025-05-08,0453,N20,VIIRS,n,2.0NRT,286.55,3.63,D
-1.20796,121.61344,339.05,0.45,0.47,2025-05-08,0453,N20,VIIRS,n,2.0NRT,292.99,8.41,D
-0.85137,123.20583,326.19,0.53,0.42,2025-05-08,0453,N20,VIIRS,n,2.0NRT,287.12,3.89,D
-0.76413,117.44069,326.65,0.43,0.62,2025-05-08,0453,N20,VIIRS,n,2.0NRT,289,2.38,D
0.89672,127.51678,353.73,0.39,0.36,2025-05-08,0453,N20,VIIRS,n,2.0NRT,298.1,18.56,D
0.64959,124.14955,327.08,0.46,0.39,2025-05-08,0453,N20,VIIRS,n,2.0NRT,296.34,1.96,D
-0.29556,117.38052,328.28,0.43,0.62,2025-05-08,0453,N20,VIIRS,n,2.0NRT,289.17,2.14,D
0.66729,122.69031,332.39,0.55,0.42,2025-05-08,0453,N20,VIIRS,n,2.0NRT,295.08,2.79,D
0.05107,117.42986,331.59,0.42,0.61,2025-05-08,0453,N20,VIIRS,n,2.0NRT,289.94,3.11,D
1.47013,124.8321,327.84,0.42,0.38,2025-05-08,0453,N20,VIIRS,l,2.0NRT,300.27,2.24,D
0.69116,117.54819,336.5,0.4,0.6,2025-05-08,0455,N20,VIIRS,n,2.0NRT,287.63,6,D
0.69058,117.5446,352.75,0.4,0.6,2025-05-08,0455,N20,VIIRS,n,2.0NRT,288.79,6,D
-3.15297,103.97458,341.48,0.4,0.37,2025-05-08,0633,N20,VIIRS,n,2.0NRT,296.97,13.83,D
-3.1663,104.09015,341.77,0.4,0.37,2025-05-08,0633,N20,VIIRS,n,2.0NRT,296.15,12.26,D
-3.16967,104.09066,344.32,0.4,0.37,2025-05-08,0633,N20,VIIRS,n,2.0NRT,294.94,7.3,D
-3.21509,103.86021,342.27,0.4,0.37,2025-05-08,0633,N20,VIIRS,n,2.0NRT,298.1,4.55,D
-2.12725,112.41277,353.01,0.43,0.62,2025-05-08,0633,N20,VIIRS,n,2.0NRT,291.44,12.74,D
-2.12663,112.41651,341.36,0.43,0.62,2025-05-08,0633,N20,VIIRS,n,2.0NRT,290.61,12.21,D
-2.29626,112.65403,349.7,0.44,0.62,2025-05-08,0633,N20,VIIRS,n,2.0NRT,292.27,21.42,D
-2.2956,112.65804,346.3,0.44,0.62,2025-05-08,0633,N20,VIIRS,n,2.0NRT,290.89,21.42,D
-3.92017,103.01945,330.9,0.38,0.36,2025-05-08,0633,N20,VIIRS,n,2.0NRT,289.02,1.94,D
-3.80794,103.81966,343.79,0.39,0.36,2025-05-08,0633,N20,VIIRS,n,2.0NRT,293.68,8.69,D
-3.8614,104.40186,333.11,0.4,0.37,2025-05-08,0633,N20,VIIRS,n,2.0NRT,291.26,2.72,D
-4.31743,102.92664,345.41,0.38,0.36,2025-05-08,0633,N20,VIIRS,n,2.0NRT,288.07,7.45,D
-4.78856,103.86618,337.84,0.39,0.36,2025-05-08,0633,N20,VIIRS,n,2.0NRT,291.27,7.11,D
-2.79033,101.35668,343.61,0.4,0.37,2025-05-08,0633,N20,VIIRS,n,2.0NRT,290.58,8.56,D
-2.64116,102.65569,337.12,0.38,0.36,2025-05-08,0633,N20,VIIRS,n,2.0NRT,288.42,7.1,D
-2.64499,102.65275,332.2,0.38,0.36,2025-05-08,0633,N20,VIIRS,n,2.0NRT,291.43,7.1,D
-2.64447,102.65619,349.27,0.38,0.36,2025-05-08,0633,N20,VIIRS,n,2.0NRT,291.35,7.1,D
-2.91284,101.55899,332.38,0.39,0.36,2025-05-08,0633,N20,VIIRS,n,2.0NRT,288.52,4.01,D
-2.69844,103.90372,334.95,0.4,0.37,2025-05-08,0633,N20,VIIRS,n,2.0NRT,292.87,2.98,D
-3.10528,101.90034,339.44,0.39,0.36,2025-05-08,0633,N20,VIIRS,n,2.0NRT,291.25,7.75,D
-2.97281,102.97613,333.48,0.39,0.36,2025-05-08,0633,N20,VIIRS,n,2.0NRT,294.33,3.55,D
-3.1362,102.03263,350.37,0.39,0.36,2025-05-08,0633,N20,VIIRS,n,2.0NRT,294.07,25.71,D
-3.04764,103.30972,341.98,0.39,0.36,2025-05-08,0633,N20,VIIRS,n,2.0NRT,296.47,11.46,D
-3.01681,103.60137,334.58,0.39,0.36,2025-05-08,0633,N20,VIIRS,n,2.0NRT,291.46,4.43,D
-3.05255,103.69739,337.22,0.39,0.36,2025-05-08,0633,N20,VIIRS,n,2.0NRT,295.6,8.64,D
-3.05589,103.69788,332.42,0.39,0.36,2025-05-08,0633,N20,VIIRS,n,2.0NRT,292.45,8.64,D
-3.06168,103.7493,333.69,0.39,0.37,2025-05-08,0633,N20,VIIRS,n,2.0NRT,293.38,4.43,D
-3.06223,103.74576,330.38,0.39,0.37,2025-05-08,0633,N20,VIIRS,n,2.0NRT,294.65,4.17,D
-3.07433,103.71148,333.01,0.39,0.36,2025-05-08,0633,N20,VIIRS,n,2.0NRT,292.69,4.49,D
1.5068,109.8344,339.18,0.32,0.55,2025-05-08,0635,N20,VIIRS,n,2.0NRT,293.42,4.18,D
1.34783,109.96587,341,0.33,0.55,2025-05-08,0635,N20,VIIRS,n,2.0NRT,293.46,3.53,D
1.63586,109.73914,333.29,0.32,0.55,2025-05-08,0635,N20,VIIRS,n,2.0NRT,292.39,1.92,D
1.37385,98.9875,331.06,0.44,0.38,2025-05-08,0635,N20,VIIRS,n,2.0NRT,291.42,3.81,D
1.84149,99.31657,336.9,0.42,0.38,2025-05-08,0635,N20,VIIRS,n,2.0NRT,294.72,4.56,D
1.90358,99.26141,330.1,0.42,0.38,2025-05-08,0635,N20,VIIRS,n,2.0NRT,292.57,3.3,D
2.01757,99.75298,332.35,0.41,0.37,2025-05-08,0635,N20,VIIRS,n,2.0NRT,290.92,2.33,D
1.98181,99.08642,331.76,0.43,0.38,2025-05-08,0635,N20,VIIRS,n,2.0NRT,291.64,2.63,D
2.4224,99.05831,330.46,0.43,0.38,2025-05-08,0635,N20,VIIRS,n,2.0NRT,290.49,2.15,D
-2.39244,102.93038,331.95,0.39,0.36,2025-05-08,0635,N20,VIIRS,n,2.0NRT,293,30.09,D
-2.39296,102.92693,330.9,0.39,0.36,2025-05-08,0635,N20,VIIRS,n,2.0NRT,290.23,15.76,D
-2.26882,103.52056,330.74,0.39,0.36,2025-05-08,0635,N20,VIIRS,n,2.0NRT,290.49,4.34,D
-2.48972,102.06607,345.17,0.39,0.36,2025-05-08,0635,N20,VIIRS,n,2.0NRT,290.54,5.35,D
-2.1981,103.45174,332.56,0.39,0.36,2025-05-08,0635,N20,VIIRS,n,2.0NRT,290.37,2.27,D
-2.25783,103.0578,331.02,0.39,0.36,2025-05-08,0635,N20,VIIRS,n,2.0NRT,290.11,2.58,D
-1.80913,105.41129,345.85,0.46,0.39,2025-05-08,0635,N20,VIIRS,n,2.0NRT,295.3,12.43,D
-2.14944,103.03342,332.69,0.39,0.36,2025-05-08,0635,N20,VIIRS,n,2.0NRT,290.17,2.09,D
-1.8876,102.07746,329.79,0.38,0.36,2025-05-08,0635,N20,VIIRS,n,2.0NRT,290.92,2.54,D
-1.58038,101.79615,334.24,0.39,0.36,2025-05-08,0635,N20,VIIRS,n,2.0NRT,291.79,2.87,D
0.59824,112.8355,337.52,0.51,0.66,2025-05-08,0635,N20,VIIRS,n,2.0NRT,288,31.27,D
0.59753,112.83092,344.15,0.51,0.66,2025-05-08,0635,N20,VIIRS,n,2.0NRT,291.97,31.27,D
0.49924,110.80885,333.81,0.37,0.58,2025-05-08,0635,N20,VIIRS,n,2.0NRT,290.09,4.27,D
0.50096,110.57759,331.45,0.35,0.57,2025-05-08,0635,N20,VIIRS,n,2.0NRT,289.09,1.62,D
0.50765,110.30145,353.08,0.34,0.56,2025-05-08,0635,N20,VIIRS,n,2.0NRT,292.32,7.41,D
0.85212,109.31517,341.2,0.58,0.52,2025-05-08,0635,N20,VIIRS,n,2.0NRT,290.26,9.69,D
0.85089,109.31122,329.64,0.58,0.52,2025-05-08,0635,N20,VIIRS,n,2.0NRT,292.27,10.01,D
-1.1453,136.03568,307.79,0.46,0.47,2025-05-08,1554,N20,VIIRS,n,2.0NRT,284.13,1.59,N
0.48753,127.97627,303.72,0.5,0.66,2025-05-08,1734,N20,VIIRS,n,2.0NRT,285.72,2.27,N
0.48341,127.98779,304.09,0.5,0.66,2025-05-08,1734,N20,VIIRS,n,2.0NRT,285.75,1.98,N
0.48597,127.98585,309.29,0.5,0.66,2025-05-08,1734,N20,VIIRS,n,2.0NRT,285.9,2.89,N
2.77951,125.40803,302.45,0.61,0.53,2025-05-08,1734,N20,VIIRS,n,2.0NRT,285.44,1.22,N
0.51293,127.89542,301.38,0.49,0.65,2025-05-08,1734,N20,VIIRS,n,2.0NRT,286.17,1.25,N
0.68517,117.46614,305.8,0.38,0.36,2025-05-08,1737,N20,VIIRS,n,2.0NRT,291.24,1.05,N
0.67606,117.56696,321.13,0.39,0.36,2025-05-08,1737,N20,VIIRS,n,2.0NRT,292.22,1.79,N
0.68377,117.5611,306.58,0.39,0.36,2025-05-08,1737,N20,VIIRS,n,2.0NRT,290.88,1.06,N
0.68979,117.5444,334.25,0.39,0.36,2025-05-08,1737,N20,VIIRS,n,2.0NRT,292.11,9.49,N
-0.70057,117.0341,306.62,0.38,0.36,2025-05-08,1737,N20,VIIRS,n,2.0NRT,291.43,1.1,N
-1.2471,116.81453,323.37,0.38,0.36,2025-05-08,1737,N20,VIIRS,n,2.0NRT,292.41,3.46,N
-1.28995,114.76219,301.2,0.41,0.37,2025-05-08,1737,N20,VIIRS,n,2.0NRT,280.87,0.44,N
-0.58315,117.38734,307.98,0.39,0.36,2025-05-08,1737,N20,VIIRS,n,2.0NRT,290.91,0.79,N
-1.56628,127.42796,303.63,0.49,0.65,2025-05-08,1737,N20,VIIRS,n,2.0NRT,286.9,1.35,N
-1.45729,127.43365,305.88,0.49,0.65,2025-05-08,1737,N20,VIIRS,n,2.0NRT,286.43,2.7,N
-1.45785,127.43727,324.55,0.49,0.65,2025-05-08,1737,N20,VIIRS,n,2.0NRT,287.31,2.7,N
-6.54807,108.09303,303.72,0.56,0.52,2025-05-08,1739,N20,VIIRS,n,2.0NRT,269.2,0.97,N
-6.54966,108.09624,301.08,0.56,0.51,2025-05-08,1739,N20,VIIRS,n,2.0NRT,269.54,1.03,N
-7.2389,111.73329,303.25,0.49,0.4,2025-05-08,1739,N20,VIIRS,n,2.0NRT,283.16,1.1,N
-7.48451,112.35564,305.65,0.45,0.39,2025-05-08,1739,N20,VIIRS,n,2.0NRT,288.76,0.63,N
-8.10922,112.923,299.26,0.42,0.38,2025-05-08,1739,N20,VIIRS,n,2.0NRT,255.44,5.19,N
-8.11244,112.92651,323.91,0.42,0.38,2025-05-08,1739,N20,VIIRS,n,2.0NRT,261.01,5.63,N
-7.70072,108.99297,301.58,0.47,0.48,2025-05-08,1739,N20,VIIRS,n,2.0NRT,275.68,1.46,N
-8.11266,112.92238,335.4,0.42,0.38,2025-05-08,1739,N20,VIIRS,n,2.0NRT,265.2,5.19,N
-8.11325,112.92601,329.15,0.42,0.38,2025-05-08,1739,N20,VIIRS,n,2.0NRT,263.88,6.23,N
-8.11184,112.92284,337.52,0.42,0.38,2025-05-08,1739,N20,VIIRS,n,2.0NRT,267.01,11.01,N
-6.76259,111.96215,307.5,0.48,0.4,2025-05-08,1739,N20,VIIRS,n,2.0NRT,285.31,1.32,N
-6.09712,106.67073,305.86,0.36,0.57,2025-05-08,1739,N20,VIIRS,n,2.0NRT,272.95,0.61,N
1.67303,101.47604,310.37,0.4,0.6,2025-05-08,1915,N20,VIIRS,n,2.0NRT,275.36,1.4,N
1.54967,98.96553,295.66,0.53,0.5,2025-05-08,1915,N20,VIIRS,n,2.0NRT,273.89,1.45,N
1.54869,98.96648,297,0.53,0.5,2025-05-08,1915,N20,VIIRS,n,2.0NRT,273.8,0.9,N
-1.45845,127.43554,335.25,0.39,0.44,2025-05-09,0434,N20,VIIRS,n,2.0NRT,296.96,12.48,D
-6.56641,139.41788,339.91,0.44,0.46,2025-05-09,0434,N20,VIIRS,n,2.0NRT,289.29,7.91,D
-6.56706,139.41388,331.61,0.44,0.46,2025-05-09,0434,N20,VIIRS,n,2.0NRT,289.9,7.22,D
-2.56297,133.00316,332.3,0.39,0.36,2025-05-09,0434,N20,VIIRS,n,2.0NRT,295.23,2.4,D
-2.43803,133.13206,333.9,0.39,0.36,2025-05-09,0434,N20,VIIRS,n,2.0NRT,295.66,2.18,D
-1.12935,132.34166,329.71,0.38,0.36,2025-05-09,0434,N20,VIIRS,n,2.0NRT,293.17,2.75,D
-0.81288,133.50378,328.81,0.4,0.37,2025-05-09,0434,N20,VIIRS,n,2.0NRT,288.97,3.57,D
-0.81344,133.50015,328.53,0.4,0.37,2025-05-09,0434,N20,VIIRS,n,2.0NRT,291.53,3.57,D
-1.56361,127.4278,344.9,0.39,0.44,2025-05-09,0434,N20,VIIRS,n,2.0NRT,296.15,7.62,D
-1.55962,127.42706,338.49,0.39,0.44,2025-05-09,0434,N20,VIIRS,n,2.0NRT,296.91,4,D
-1.45788,127.43934,342.37,0.39,0.44,2025-05-09,0434,N20,VIIRS,n,2.0NRT,296.33,14.49,D
0.86607,123.0149,339.32,0.36,0.57,2025-05-09,0436,N20,VIIRS,n,2.0NRT,289.5,3.15,D
2.04671,128.33284,345.05,0.47,0.4,2025-05-09,0436,N20,VIIRS,n,2.0NRT,297.41,7.19,D
2.04736,128.33702,330.59,0.47,0.4,2025-05-09,0436,N20,VIIRS,n,2.0NRT,295.83,7.19,D
2.05033,128.33231,336.87,0.47,0.4,2025-05-09,0436,N20,VIIRS,n,2.0NRT,295.07,7.19,D
-7.69687,108.99635,333.89,0.39,0.36,2025-05-09,0614,N20,VIIRS,n,2.0NRT,289.56,2.08,D
-7.7037,108.99514,335.51,0.39,0.36,2025-05-09,0614,N20,VIIRS,n,2.0NRT,290.31,5.28,D
1.47732,117.25006,330.62,0.49,0.65,2025-05-09,0616,N20,VIIRS,n,2.0NRT,289.45,7.93,D
1.44757,117.11529,327.2,0.48,0.65,2025-05-09,0616,N20,VIIRS,n,2.0NRT,288.8,3.72,D
1.47317,117.24786,367,0.49,0.65,2025-05-09,0616,N20,VIIRS,h,2.0NRT,290.69,17.54,D
1.47381,117.25224,334.71,0.5,0.65,2025-05-09,0616,N20,VIIRS,n,2.0NRT,289.3,11.57,D
1.27324,109.76484,339.35,0.48,0.4,2025-05-09,0616,N20,VIIRS,n,2.0NRT,294.24,7.15,D
1.3827,109.12697,339.01,0.45,0.39,2025-05-09,0616,N20,VIIRS,n,2.0NRT,297.45,3.65,D
1.4801,109.43137,338.89,0.46,0.39,2025-05-09,0616,N20,VIIRS,n,2.0NRT,288.33,7.62,D
-4.45333,105.40781,328.22,0.43,0.38,2025-05-09,0616,N20,VIIRS,n,2.0NRT,290.06,2.67,D
-1.80003,120.64275,352.42,0.75,0.77,2025-05-09,0616,N20,VIIRS,n,2.0NRT,284.01,15.2,D
-1.8023,120.64259,351.25,0.75,0.77,2025-05-09,0616,N20,VIIRS,n,2.0NRT,283.95,16.84,D
-2.13709,110.76667,332.35,0.49,0.4,2025-05-09,0616,N20,VIIRS,n,2.0NRT,292.9,2.31,D
-2.3197,106.0093,337.5,0.4,0.37,2025-05-09,0616,N20,VIIRS,n,2.0NRT,289.92,4.44,D
-2.28621,106.14113,327.8,0.39,0.36,2025-05-09,0616,N20,VIIRS,n,2.0NRT,297.37,34.79,D
-2.29503,105.99117,326.31,0.4,0.37,2025-05-09,0616,N20,VIIRS,n,2.0NRT,289.46,2.15,D
-0.42823,116.92377,325.69,0.44,0.62,2025-05-09,0616,N20,VIIRS,n,2.0NRT,284.4,3.49,D
-0.2395,117.21407,340.56,0.46,0.64,2025-05-09,0616,N20,VIIRS,n,2.0NRT,283.82,5.59,D
-1.80707,105.41019,336.25,0.41,0.37,2025-05-09,0616,N20,VIIRS,n,2.0NRT,291.65,4.45,D
-0.82682,111.80855,333.41,0.39,0.44,2025-05-09,0616,N20,VIIRS,n,2.0NRT,294.55,4.2,D
-1.57762,101.36831,327.11,0.43,0.46,2025-05-09,0616,N20,VIIRS,n,2.0NRT,291.56,5.03,D
-1.58153,101.36578,327.1,0.43,0.46,2025-05-09,0616,N20,VIIRS,n,2.0NRT,291.32,5.86,D
1.44412,117.11433,329.75,0.48,0.65,2025-05-09,0616,N20,VIIRS,n,2.0NRT,289.05,3.32,D
1.47063,117.24656,332.94,0.49,0.65,2025-05-09,0616,N20,VIIRS,n,2.0NRT,290.09,12.16,D
1.4713,117.25093,356.55,0.49,0.65,2025-05-09,0616,N20,VIIRS,l,2.0NRT,289.66,7.93,D
1.69562,109.49405,330.27,0.47,0.39,2025-05-09,0618,N20,VIIRS,n,2.0NRT,293.47,5.62,D
1.69987,109.49767,331.18,0.47,0.39,2025-05-09,0618,N20,VIIRS,n,2.0NRT,292.57,4.24,D
1.69923,109.49349,330.84,0.47,0.39,2025-05-09,0618,N20,VIIRS,n,2.0NRT,299.85,7.51,D
1.69859,109.4893,345.53,0.47,0.39,2025-05-09,0618,N20,VIIRS,n,2.0NRT,295.05,7.51,D
1.69626,109.49821,336.3,0.47,0.39,2025-05-09,0618,N20,VIIRS,n,2.0NRT,294.94,8.37,D
1.692,109.49458,343.32,0.47,0.39,2025-05-09,0618,N20,VIIRS,n,2.0NRT,296.25,5.62,D
1.69263,109.49873,333.53,0.47,0.39,2025-05-09,0618,N20,VIIRS,n,2.0NRT,296.41,8.37,D
1.68838,109.4951,343.42,0.47,0.39,2025-05-09,0618,N20,VIIRS,n,2.0NRT,296.15,4.77,D
1.70099,127.87701,352.31,0.44,0.46,2025-05-09,1715,N20,VIIRS,n,2.0NRT,292.66,5.74,N
2.78083,125.40745,316.05,0.46,0.39,2025-05-09,1715,N20,VIIRS,n,2.0NRT,288.76,2.44,N
1.70036,127.88092,300.21,0.44,0.46,2025-05-09,1715,N20,VIIRS,n,2.0NRT,286.77,5.74,N
1.69677,127.87632,301.01,0.44,0.46,2025-05-09,1715,N20,VIIRS,n,2.0NRT,287.65,1,N
1.49322,127.6352,347.59,0.43,0.46,2025-05-09,1715,N20,VIIRS,n,2.0NRT,298.45,10.73,N
0.69113,117.54675,313.27,0.54,0.42,2025-05-09,1715,N20,VIIRS,n,2.0NRT,285.38,1.7,N
0.68751,117.46695,304.97,0.54,0.42,2025-05-09,1715,N20,VIIRS,n,2.0NRT,286.21,1.08,N
-1.45723,127.43696,353.77,0.46,0.47,2025-05-09,1715,N20,VIIRS,n,2.0NRT,291.16,15.25,N
-1.56348,127.4261,307.35,0.46,0.47,2025-05-09,1715,N20,VIIRS,n,2.0NRT,290.01,2.62,N
-1.24522,116.81338,314.58,0.56,0.43,2025-05-09,1715,N20,VIIRS,n,2.0NRT,277.97,2.63,N
-8.27633,123.51004,300.39,0.49,0.4,2025-05-09,1717,N20,VIIRS,n,2.0NRT,284.95,1.2,N
-3.52552,126.16734,315.62,0.41,0.45,2025-05-09,1717,N20,VIIRS,n,2.0NRT,284.67,1.18,N
